id,name,tier,tierName,line,family,type,attribute,rarity,emoji,hidden
wpk_m3,강철천공왕,3,궁극체,wpk,기계형,순수기계형,earth,epic,🛡️,false
wpk_f1,화염부리,1,성숙기,wpk,생물형,조류형,fire,common,🔥,false
wpk_f2,용암부리,2,완전체,wpk,생물형,조류형,fire,rare,🐦,false
wpk_f3,화염천공신,3,궁극체,wpk,신성·악마형,신인형,fire,legendary,🌋,false
prt,아기앵무새,0,성장기,prt,생물형,조류형,wind,common,🦜,false
prt_r1,무지개앵무,1,성숙기,prt,혼합·이형형,이형형,neutral,common,🌈,false
prt_r2,오색앵무,2,완전체,prt,혼합·이형형,이형형,neutral,rare,🦜,false
prt_r3,오색언령신,3,궁극체,prt,신성·악마형,신인형,light,legendary,🌈,false
prt_l1,빛앵무,1,성숙기,prt,생물형,조류형,wind,common,✨,false
prt_l2,황금앵무,2,완전체,prt,신성·악마형,천사형,light,rare,🦜,false
prt_l3,황금언령신,3,궁극체,prt,신성·악마형,신인형,light,epic,🌟,false
wom,웜뱃,0,성장기,wom,생물형,포유류형,grass,common,🐹,false
wom_e1,바위웜뱃,1,성숙기,wom,생물형,포유류형,earth,common,🪨,false
wom_e2,대지웜뱃,2,완전체,wom,생물형,거인형,earth,rare,🐹,false
wom_e3,대지굴착신,3,궁극체,wom,신성·악마형,신인형,earth,epic,🌍,false
wom_g1,숲웜뱃,1,성숙기,wom,생물형,식물형,water,common,🌿,false
wom_g2,이끼웜뱃,2,완전체,wom,생물형,식물형,water,rare,🐹,false
wom_g3,숲지기웜뱃신,3,궁극체,wom,신성·악마형,성수형,grass,legendary,🌳,false
grf,새끼그리핀,0,성장기,grf,혼합·이형형,환수형,neutral,rare,🦅,false
grf_l1,빛그리핀,1,성숙기,grf,혼합·이형형,환수형,light,rare,✨,false
grf_l2,황금그리핀,2,완전체,grf,혼합·이형형,환수형,light,epic,🦅,false
grf_l3,창공천사수왕,3,궁극체,grf,신성·악마형,천사형,light,legendary,🌟,false
grf_w1,질풍그리핀,1,성숙기,grf,혼합·이형형,환수형,wind,rare,🌪️,false
grf_w2,폭풍그리핀,2,완전체,grf,혼합·이형형,환수형,wind,epic,🦅,false
grf_w3,폭풍천공수왕,3,궁극체,grf,신성·악마형,환수형,wind,legendary,🌀,false
phx,아기영조,0,성장기,phx,혼합·이형형,환수형,neutral,rare,🐦,false
phx_f1,화염불사조,1,성숙기,phx,혼합·이형형,환수형,fire,rare,🔥,false
phx_f2,용암불사조,2,완전체,phx,혼합·이형형,환수형,fire,epic,🦅,false
phx_f3,염제불멸조,3,궁극체,phx,신성·악마형,환수형,fire,legendary,🌋,false
phx_l1,빛영조,1,성숙기,phx,혼합·이형형,환수형,light,rare,✨,false
phx_l2,황금영조,2,완전체,phx,혼합·이형형,환수형,light,epic,🦅,false
phx_l3,성좌재생신조,3,궁극체,phx,신성·악마형,천사형,light,legendary,🌟,false
cer,새끼켈베로스,0,성장기,cer,혼합·이형형,마수형,neutral,rare,🐕,false
cer_f1,화염켈베로스,1,성숙기,cer,혼합·이형형,마수형,fire,rare,🔥,false
cer_f2,용암켈베로스,2,완전체,cer,혼합·이형형,마수형,fire,epic,🐕,false
cer_f3,지옥불수문장,3,궁극체,cer,신성·악마형,마왕형,fire,legendary,🌋,false
cer_d1,어둠켈베로스,1,성숙기,cer,신성·악마형,마수형,dark,rare,🌑,false
cer_d2,암흑켈베로스,2,완전체,cer,신성·악마형,마수형,dark,epic,🐕,false
cer_d3,명계수문마왕,3,궁극체,cer,신성·악마형,마왕형,dark,legendary,👹,false
peg,새끼페가수스,0,성장기,peg,혼합·이형형,환수형,neutral,rare,🐴,false
peg_w1,질풍페가수스,1,성숙기,peg,혼합·이형형,환수형,wind,rare,🌪️,false
peg_w2,폭풍페가수스,2,완전체,peg,혼합·이형형,환수형,wind,epic,🐴,false
peg_w3,폭풍천마신,3,궁극체,peg,신성·악마형,환수형,wind,legendary,🌀,false
peg_l1,빛페가수스,1,성숙기,peg,혼합·이형형,환수형,light,rare,✨,false
peg_l2,별빛페가수스,2,완전체,peg,혼합·이형형,환수형,light,epic,🐴,false
peg_l3,성좌천마신,3,궁극체,peg,신성·악마형,천사형,light,legendary,🌟,false
krk,새끼크라켄,0,성장기,krk,혼합·이형형,수생형,neutral,rare,🐙,false
krk_w1,심해크라켄,1,성숙기,krk,혼합·이형형,수생형,water,rare,🌊,false
krk_w2,바다크라켄,2,완전체,krk,혼합·이형형,수생형,water,epic,🐙,false
krk_w3,해신패왕크라켄,3,궁극체,krk,신성·악마형,수생형,water,legendary,🌊,false
krk_d1,어둠크라켄,1,성숙기,krk,신성·악마형,마수형,dark,rare,🌑,false
krk_d2,암흑크라켄,2,완전체,krk,신성·악마형,마수형,dark,epic,🐙,false
krk_d3,심연군주크라켄,3,궁극체,krk,신성·악마형,마왕형,dark,legendary,👹,false
bas,새끼바실리스크,0,성장기,bas,혼합·이형형,마수형,neutral,rare,🐍,false
bas_p1,독바실리스크,1,성숙기,bas,신성·악마형,마수형,dark,rare,☠️,false
bas_p2,맹독바실리스크,2,완전체,bas,신성·악마형,마수형,dark,epic,🐍,false
bas_p3,석화맹독사왕,3,궁극체,bas,신성·악마형,마왕형,dark,legendary,☠️,false
bas_g1,풀바실리스크,1,성숙기,bas,혼합·이형형,마수형,grass,rare,🌿,false
bas_g2,숲바실리스크,2,완전체,bas,혼합·이형형,마수형,grass,epic,🐍,false
bas_g3,숲석화사왕,3,궁극체,bas,신성·악마형,환수형,grass,legendary,🌳,false
min,새끼미노타우로스,0,성장기,min,혼합·이형형,환수형,neutral,rare,🐂,false
min_e1,바위미노타우로스,1,성숙기,min,혼합·이형형,환수형,earth,rare,🪨,false
min_e2,대지미노타우로스,2,완전체,min,혼합·이형형,거인형,earth,epic,🐂,false
min_e3,대지투신,3,궁극체,min,신성·악마형,거인형,earth,legendary,🌍,false
min_f1,화염미노타우로스,1,성숙기,min,혼합·이형형,환수형,fire,rare,🔥,false
min_f2,용암미노타우로스,2,완전체,min,혼합·이형형,환수형,fire,epic,🐂,false
min_f3,분노화염투신,3,궁극체,min,신성·악마형,환수형,fire,legendary,🌋,false
cnt,새끼켄타우로스,0,성장기,cnt,혼합·이형형,환수형,neutral,rare,🏹,false
cnt_w1,질풍켄타우로스,1,성숙기,cnt,혼합·이형형,환수형,wind,rare,🌪️,false
cnt_w2,폭풍켄타우로스,2,완전체,cnt,혼합·이형형,환수형,wind,epic,🏹,false
cnt_w3,질풍궁신,3,궁극체,cnt,신성·악마형,환수형,wind,legendary,🌀,false
cnt_g1,숲켄타우로스,1,성숙기,cnt,혼합·이형형,환수형,grass,rare,🌿,false
cnt_g2,초원켄타우로스,2,완전체,cnt,혼합·이형형,환수형,grass,epic,🏹,false
cnt_g3,숲의궁신,3,궁극체,cnt,신성·악마형,성수형,grass,legendary,🌳,false
hpy,새끼하피,0,성장기,hpy,혼합·이형형,환수형,neutral,rare,🦅,false
hpy_w1,질풍하피,1,성숙기,hpy,혼합·이형형,환수형,wind,rare,🌪️,false
hpy_w2,폭풍하피,2,완전체,hpy,혼합·이형형,환수형,wind,epic,🦅,false
hpy_w3,폭풍하늘여왕,3,궁극체,hpy,신성·악마형,환수형,wind,legendary,🌀,false
hpy_d1,어둠하피,1,성숙기,hpy,신성·악마형,마수형,dark,rare,🌑,false
hpy_d2,암흑하피,2,완전체,hpy,신성·악마형,마수형,dark,epic,🦅,false
hpy_d3,심연밤의여왕,3,궁극체,hpy,신성·악마형,마왕형,dark,legendary,👹,false
mer,새끼인어,0,성장기,mer,혼합·이형형,수생형,neutral,rare,🧜,false
mer_w1,물의인어,1,성숙기,mer,혼합·이형형,수생형,water,rare,🌊,false
mer_w2,심해인어,2,완전체,mer,혼합·이형형,수생형,water,epic,🧜,false
mer_w3,해신인어여신,3,궁극체,mer,신성·악마형,수생형,water,legendary,🌊,false
mer_l1,빛의인어,1,성숙기,mer,혼합·이형형,수생형,light,rare,✨,false
mer_l2,별빛인어,2,완전체,mer,혼합·이형형,수생형,light,epic,🧜,false
mer_l3,성좌인어여신,3,궁극체,mer,신성·악마형,천사형,light,legendary,🌟,false
gol,아기골렘,0,성장기,gol,혼합·이형형,환수형,earth,rare,🗿,false
gol_e1,바위골렘,1,성숙기,gol,혼합·이형형,거인형,earth,rare,🪨,false
gol_e2,대지골렘,2,완전체,gol,혼합·이형형,거인형,earth,epic,🗿,false
gol_e3,대지거인왕,3,궁극체,gol,신성·악마형,거인형,earth,legendary,🌍,false
gol_f1,용암골렘,1,성숙기,gol,혼합·이형형,거인형,fire,rare,🔥,false
gol_f2,마그마골렘,2,완전체,gol,혼합·이형형,거인형,fire,epic,🗿,false
gol_f3,화염거신왕,3,궁극체,gol,신성·악마형,환수형,fire,legendary,🌋,false
wyv,새끼와이번,0,성장기,wyv,혼합·이형형,용형,neutral,rare,🐉,false
wyv_f1,화염와이번,1,성숙기,wyv,혼합·이형형,용형,fire,rare,🔥,false
wyv_f2,용암와이번,2,완전체,wyv,혼합·이형형,용형,fire,epic,🐉,false
wyv_f3,화염비룡왕,3,궁극체,wyv,신성·악마형,용형,fire,legendary,🌋,false
wyv_w1,질풍와이번,1,성숙기,wyv,혼합·이형형,용형,wind,rare,🌪️,false
wyv_w2,폭풍와이번,2,완전체,wyv,혼합·이형형,용형,wind,epic,🐉,false
wyv_w3,폭풍비룡왕,3,궁극체,wyv,신성·악마형,용형,wind,legendary,🌀,false
hyd,새끼히드라,0,성장기,hyd,혼합·이형형,용형,neutral,rare,🐉,false
hyd_w1,물의히드라,1,성숙기,hyd,혼합·이형형,용형,water,rare,🌊,false
hyd_w2,심해히드라,2,완전체,hyd,혼합·이형형,용형,water,epic,🐉,false
hyd_w3,해신다두룡,3,궁극체,hyd,신성·악마형,용형,water,legendary,🌊,false
hyd_p1,독히드라,1,성숙기,hyd,신성·악마형,용형,dark,rare,☠️,false
hyd_p2,맹독히드라,2,완전체,hyd,신성·악마형,용형,dark,epic,🐉,false
hyd_p3,심연독룡왕,3,궁극체,hyd,신성·악마형,마왕형,dark,legendary,👹,false
fai,새끼요정,0,성장기,fai,혼합·이형형,요정형,neutral,rare,🧚,false
fai_g1,숲요정,1,성숙기,fai,혼합·이형형,요정형,grass,rare,🌿,false
fai_g2,꽃요정,2,완전체,fai,혼합·이형형,요정형,grass,epic,🌸,false
fai_g3,숲의정령여왕,3,궁극체,fai,신성·악마형,성수형,grass,legendary,🌳,false
fai_l1,빛요정,1,성숙기,fai,혼합·이형형,요정형,light,rare,✨,false
fai_l2,별빛요정,2,완전체,fai,혼합·이형형,요정형,light,epic,⭐,false
fai_l3,성좌정령여왕,3,궁극체,fai,신성·악마형,천사형,light,legendary,🌟,false
gmh,새끼구미호,0,성장기,gmh,혼합·이형형,환수형,neutral,rare,🦊,false
gmh_f1,불꽃구미호,1,성숙기,gmh,혼합·이형형,환수형,fire,rare,🔥,false
gmh_f2,화염구미호,2,완전체,gmh,혼합·이형형,환수형,fire,epic,🦊,false
gmh_f3,염제호선녀,3,궁극체,gmh,신성·악마형,환수형,fire,legendary,🌋,false
gmh_d1,어둠구미호,1,성숙기,gmh,신성·악마형,마수형,dark,rare,🌑,false
gmh_d2,암흑구미호,2,완전체,gmh,신성·악마형,마수형,dark,epic,🦊,false
gmh_d3,심연요호마녀,3,궁극체,gmh,신성·악마형,마왕형,dark,legendary,👹,false
hat,새끼해태,0,성장기,hat,혼합·이형형,환수형,neutral,rare,🦁,false
hat_f1,화염해태,1,성숙기,hat,혼합·이형형,환수형,fire,rare,🔥,false
hat_f2,용암해태,2,완전체,hat,혼합·이형형,환수형,fire,epic,🦁,false
hat_f3,벽사화염신수,3,궁극체,hat,신성·악마형,성수형,fire,legendary,🌋,false
hat_l1,빛해태,1,성숙기,hat,혼합·이형형,환수형,light,rare,✨,false
hat_l2,황금해태,2,완전체,hat,혼합·이형형,환수형,light,epic,🦁,false
hat_l3,황금수호신수,3,궁극체,hat,신성·악마형,성수형,light,legendary,🌟,false
hid_azure,청룡,3,궁극체,div_four,신성·악마형,신수형,grass,legendary,🐲,true
hid_white,백호,3,궁극체,div_four,신성·악마형,신수형,light,legendary,🐯,true
hid_vermilion,주작,3,궁극체,div_four,신성·악마형,신수형,fire,legendary,🦅,true
hid_black,현무,3,궁극체,div_four,신성·악마형,신수형,water,legendary,🐢,true
hid_huanglong,황룡,4,초월체,div_lord,신성·악마형,황제룡형,earth,legendary,🐉,true
hid_hundun,혼돈(渾沌),3,궁극체,div_fiend,혼합·이형형,흉수형,dark,legendary,🌀,true
hid_taotie,도철(饕餮),3,궁극체,div_fiend,혼합·이형형,흉수형,dark,legendary,👹,true
hid_qiongqi,궁기(窮奇),3,궁극체,div_fiend,혼합·이형형,흉수형,dark,legendary,🦁,true
hid_taowu,도올(檮杌),3,궁극체,div_fiend,혼합·이형형,흉수형,dark,legendary,🐗,true
hid_michael,미카엘,3,궁극체,div_angel,신성·악마형,대천사형,light,legendary,⚔️,true
hid_gabriel,가브리엘,3,궁극체,div_angel,신성·악마형,대천사형,light,legendary,🎺,true
hid_raphael,라파엘,3,궁극체,div_angel,신성·악마형,대천사형,light,legendary,💚,true
hid_uriel,우리엘,3,궁극체,div_angel,신성·악마형,대천사형,light,legendary,🔥,true
hid_pride,루시퍼 (교만),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,👑,true
hid_greed,마몬 (탐욕),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,💰,true
hid_lust,아스모데우스 (색욕),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,💋,true
hid_envy,레비아탄 (질투),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,🐍,true
hid_sloth,벨페고르 (나태),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,😴,true
hid_wrath,사탄 (분노),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,😡,true
hid_gluttony,베엘제붑 (식탐),3,궁극체,div_sin,신성·악마형,마왕형,dark,legendary,🪰,true
hid_rat,자(쥐)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐀,true
hid_ox,축(소)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐂,true
hid_tiger,인(호랑이)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐅,true
hid_rabbit,묘(토끼)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐇,true
hid_dragon,진(용)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐉,true
hid_snake,사(뱀)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐍,true
hid_horse,오(말)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐎,true
hid_goat,미(양)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐐,true
hid_monkey,신(원숭이)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐒,true
hid_rooster,유(닭)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐓,true
hid_dog,술(개)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐕,true
hid_pig,해(돼지)신,3,궁극체,div_zodiac,신성·악마형,신수형,dark,legendary,🐖,true
fuse_light,성광합체체,3,궁극체,fuse,신성·악마형,신인형,light,legendary,🌟,false
fuse_dark,암흑합체체,3,궁극체,fuse,신성·악마형,마왕형,dark,legendary,🌑,false
fuse_steel,강철합체체,3,궁극체,fuse,기계형,순수기계형,earth,legendary,🛡️,false
fuse_chaos,혼돈합체체,3,궁극체,fuse,혼합·이형형,키메라형,dark,legendary,🌀,false
